{
'Raw input: ######kkoyöjy':'('LD output: kkoyöjy', 'UDT output: kkoyöjy')'
'Raw input: ####ysgpkji##':'('LD output: ysgpkji', 'UDT output: ysgpkji')'
'Raw input: ###ysgpkji###':'('LD output: ysgpkji', 'UDT output: ysgpkji')'
'Raw input: ##ysgpkji####':'('LD output: ysgpkji', 'UDT output: ysgpkji')'
'Raw input: #ysgpkji#####':'('LD output: ysgskji', 'UDT output: ysgpkji')'
'Raw input: ysgpkji######':'('LD output: ysgpkji', 'UDT output: ysgpkji')'
'Raw input: ######gufpjik':'('LD output: gufpjik', 'UDT output: gufpjik')'
'Raw input: #####gufpjik#':'('LD output: gufpjik', 'UDT output: gufpjik')'
'Raw input: ####gufpjik##':'('LD output: gufpjik', 'UDT output: gufpjik')'
'Raw input: ###gufpjik###':'('LD output: gufpjik', 'UDT output: gufpjik')'
'Raw input: ##gufpjik####':'('LD output: gufpjik', 'UDT output: gufpjik')'
'Raw input: #gufpjik#####':'('LD output: gufpjik', 'UDT output: gufpjik')'
'Raw input: gufpjik######':'('LD output: gufpjik', 'UDT output: gufpjik')'
'Raw input: ######vteejsk':'('LD output: vteejsk', 'UDT output: vteejsk')'
'Raw input: #####vteejsk#':'('LD output: vteejsk', 'UDT output: vteejsk')'
'Raw input: ####vteejsk##':'('LD output: vteejsk', 'UDT output: vteejsk')'
'Raw input: ###vteejsk###':'('LD output: vteejsk', 'UDT output: vteejsk')'
'Raw input: ##vteejsk####':'('LD output: vteejsk', 'UDT output: vteejsk')'
'Raw input: #vteejsk#####':'('LD output: vteejsk', 'UDT output: vteejsk')'
'Raw input: vteejsk######':'('LD output: vteejsk', 'UDT output: vteejsk')'
'Raw input: ######yduonmy':'('LD output: yduonmy', 'UDT output: yduonmy')'
'Raw input: #####yduonmy#':'('LD output: yduonmy', 'UDT output: yduonmy')'
'Raw input: ####yduonmy##':'('LD output: yduonmy', 'UDT output: yduonmy')'
'Raw input: ###yduonmy###':'('LD output: yduonmy', 'UDT output: yduonmy')'
'Raw input: ##yduonmy####':'('LD output: yduonmy', 'UDT output: yduonmy')'
'Raw input: #yduonmy#####':'('LD output: ydunnmy', 'UDT output: yduonmy')'
'Raw input: yduonmy######':'('LD output: yduonmy', 'UDT output: yduonmy')'
'Raw input: ######ssmrbmm':'('LD output: ssmrbmm', 'UDT output: ssmrbmm')'
'Raw input: #####ssmrbmm#':'('LD output: ssmrbmm', 'UDT output: ssmrbmm')'
'Raw input: ####ssmrbmm##':'('LD output: ssmrbmm', 'UDT output: ssmrbmm')'
'Raw input: ###ssmrbmm###':'('LD output: ssmrbmm', 'UDT output: ssmrbmm')'
'Raw input: ##ssmrbmm####':'('LD output: ssmrbmm', 'UDT output: ssmrbmm')'
'Raw input: #ssmrbmm#####':'('LD output: ssmrbmm', 'UDT output: ssmrbmm')'
'Raw input: ssmrbmm######':'('LD output: ssmrbmm', 'UDT output: ssmrbmm')'
'Raw input: ######ägtyods':'('LD output: ägtyods', 'UDT output: ägtyods')'
'Raw input: #####ägtyods#':'('LD output: ägtyods', 'UDT output: ägtyods')'
'Raw input: ####ägtyods##':'('LD output: ägtyods', 'UDT output: ägtyods')'
'Raw input: ###ägtyods###':'('LD output: ägtyods', 'UDT output: ägtyods')'
'Raw input: ##ägtyods####':'('LD output: ägtyods', 'UDT output: ägtyods')'
'Raw input: #ägtyods#####':'('LD output: ägtyods', 'UDT output: ägtyods')'
'Raw input: ägtyods######':'('LD output: ägtyods', 'UDT output: ägtyods')'
'Raw input: ######kmublln':'('LD output: kmublln', 'UDT output: kmublln')'
'Raw input: #####kmublln#':'('LD output: kmublln', 'UDT output: kmublln')'
'Raw input: ####kmublln##':'('LD output: kmublln', 'UDT output: kmublln')'
'Raw input: ###kmublln###':'('LD output: kmublln', 'UDT output: kmublln')'
'Raw input: ##kmublln####':'('LD output: kmublln', 'UDT output: kmublln')'
'Raw input: #kmublln#####':'('LD output: kmublln', 'UDT output: kmublln')'
'Raw input: kmublln######':'('LD output: kmublln', 'UDT output: kmublln')'
'Raw input: ######ötifndt':'('LD output: ötifndt', 'UDT output: ötifndt')'
'Raw input: #####ötifndt#':'('LD output: ötifndt', 'UDT output: ötifndt')'
'Raw input: ####ötifndt##':'('LD output: ötifndt', 'UDT output: ötifndt')'
'Raw input: ###ötifndt###':'('LD output: ötifndt', 'UDT output: ötifndt')'
'Raw input: ##ötifndt####':'('LD output: ötifndt', 'UDT output: ötifndt')'
'Raw input: #ötifndt#####':'('LD output: ötifndt', 'UDT output: ötifndt')'
'Raw input: ötifndt######':'('LD output: ötifndt', 'UDT output: ötifndt')'
'Raw input: ######musörmu':'('LD output: musörmu', 'UDT output: musörmu')'
'Raw input: #####musörmu#':'('LD output: musörmu', 'UDT output: musörmu')'
'Raw input: ####musörmu##':'('LD output: musörru', 'UDT output: musörmu')'
'Raw input: ###musörmu###':'('LD output: musörmu', 'UDT output: musörmu')'
'Raw input: ##musörmu####':'('LD output: musörmu', 'UDT output: musörmu')'
'Raw input: #musörmu#####':'('LD output: musörmu', 'UDT output: musörmu')'
'Raw input: musörmu######':'('LD output: musörmu', 'UDT output: musörmu')'
'Raw input: ######kuöilik':'('LD output: kuöilik', 'UDT output: kuöilik')'
'Raw input: #####kuöilik#':'('LD output: kuöilik', 'UDT output: kuöilik')'
'Raw input: ####kuöilik##':'('LD output: kuöilik', 'UDT output: kuöilik')'
'Raw input: ###kuöilik###':'('LD output: kuöilik', 'UDT output: kuöilik')'
'Raw input: ##kuöilik####':'('LD output: kuöilik', 'UDT output: kuöilik')'
'Raw input: #kuöilik#####':'('LD output: kuöilik', 'UDT output: kuöilik')'
'Raw input: kuöilik######':'('LD output: kuöilik', 'UDT output: kuöilik')'
'Raw input: ######mrvbtbr':'('LD output: mrvbtbr', 'UDT output: mrvbtbr')'
'Raw input: #####mrvbtbr#':'('LD output: mrvttbr', 'UDT output: mrvbtbr')'
'Raw input: ####mrvbtbr##':'('LD output: mrvbtbr', 'UDT output: mrvbtbr')'
'Raw input: ###mrvbtbr###':'('LD output: mrvbtbr', 'UDT output: mrvbtbr')'
'Raw input: ##mrvbtbr####':'('LD output: mrvbtbr', 'UDT output: mrvbtbr')'
'Raw input: #mrvbtbr#####':'('LD output: mrvbtbr', 'UDT output: mrvbtbr')'
'Raw input: mrvbtbr######':'('LD output: mrvbtbr', 'UDT output: mrvbtbr')'
'Raw input: ######öbejnbm':'('LD output: öbejnbm', 'UDT output: öbejnbm')'
'Raw input: #####öbejnbm#':'('LD output: öbejnbm', 'UDT output: öbejnbm')'
'Raw input: ####öbejnbm##':'('LD output: öbejnbm', 'UDT output: öbejnbm')'
'Raw input: ###öbejnbm###':'('LD output: öbejnbm', 'UDT output: öbejnbm')'
'Raw input: ##öbejnbm####':'('LD output: öbejnbm', 'UDT output: öbejnbm')'
'Raw input: #öbejnbm#####':'('LD output: öbejnbm', 'UDT output: öbejnbm')'
'Raw input: öbejnbm######':'('LD output: öbejnöm', 'UDT output: öbejnbm')'
'Raw input: ######urändup':'('LD output: urändup', 'UDT output: urändup')'
'Raw input: #####urändup#':'('LD output: urändup', 'UDT output: urändup')'
'Raw input: ####urändup##':'('LD output: urändup', 'UDT output: urändup')'
'Raw input: ###urändup###':'('LD output: urändup', 'UDT output: urändup')'
'Raw input: ##urändup####':'('LD output: urändup', 'UDT output: urändup')'
'Raw input: #urändup#####':'('LD output: urändup', 'UDT output: urändup')'
'Raw input: urändup######':'('LD output: urändup', 'UDT output: urändup')'
'Raw input: ######ybpmsnt':'('LD output: ybpmsnt', 'UDT output: ybpmsnt')'
'Raw input: #####ybpmsnt#':'('LD output: ybpmsnt', 'UDT output: ybpmsnt')'
'Raw input: ####ybpmsnt##':'('LD output: ybpmsnt', 'UDT output: ybpmsnt')'
'Raw input: ###ybpmsnt###':'('LD output: ybpmsnt', 'UDT output: ybpmsnt')'
'Raw input: ##ybpmsnt####':'('LD output: ybpmsnt', 'UDT output: ybpmsnt')'
'Raw input: #ybpmsnt#####':'('LD output: ybpmsnt', 'UDT output: ybpmsnt')'
'Raw input: ybpmsnt######':'('LD output: ybpmsnt', 'UDT output: ybpmsnt')'
'Raw input: ######eajubny':'('LD output: eajubny', 'UDT output: eajubny')'
'Raw input: #####eajubny#':'('LD output: eajubny', 'UDT output: eajubny')'
'Raw input: ####eajubny##':'('LD output: eajubny', 'UDT output: eajubny')'
'Raw input: ###eajubny###':'('LD output: eajubny', 'UDT output: eajubny')'
'Raw input: ##eajubny####':'('LD output: eajubny', 'UDT output: eajubny')'
'Raw input: #eajubny#####':'('LD output: eajubny', 'UDT output: eajubny')'
'Raw input: eajubny######':'('LD output: eajubny', 'UDT output: eajubny')'
'Raw input: ######jjäyhsn':'('LD output: jjäyhsn', 'UDT output: jjäyhsn')'
'Raw input: #####jjäyhsn#':'('LD output: jjäyhsn', 'UDT output: jjäyhsn')'
'Raw input: ####jjäyhsn##':'('LD output: jjäyhsn', 'UDT output: jjäyhsn')'
'Raw input: ###jjäyhsn###':'('LD output: jjäyhsn', 'UDT output: jjäyhsn')'
'Raw input: ##jjäyhsn####':'('LD output: jjäyhsn', 'UDT output: jjäyhsn')'
'Raw input: #jjäyhsn#####':'('LD output: jjäyhsn', 'UDT output: jjäyhsn')'
'Raw input: jjäyhsn######':'('LD output: jjäyhsn', 'UDT output: jjäyhsn')'
'Raw input: ######uvihisl':'('LD output: uvihisl', 'UDT output: uvihisl')'
'Raw input: #####uvihisl#':'('LD output: uvihisl', 'UDT output: uvihisl')'
'Raw input: ####uvihisl##':'('LD output: uvihisl', 'UDT output: uvihisl')'
'Raw input: ###uvihisl###':'('LD output: uvihisl', 'UDT output: uvihisl')'
'Raw input: ##uvihisl####':'('LD output: uvihisl', 'UDT output: uvihisl')'
'Raw input: #uvihisl#####':'('LD output: uvihisl', 'UDT output: uvihisl')'
'Raw input: uvihisl######':'('LD output: uvihisl', 'UDT output: uvihisl')'
'Raw input: ######intävöi':'('LD output: iniävöi', 'UDT output: intävöi')'
'Raw input: #####intävöi#':'('LD output: intävöi', 'UDT output: intävöi')'
'Raw input: ####intävöi##':'('LD output: intävöi', 'UDT output: intävöi')'
'Raw input: ###intävöi###':'('LD output: intävöi', 'UDT output: intävöi')'
'Raw input: ##intävöi####':'('LD output: intävöi', 'UDT output: intävöi')'
'Raw input: #intävöi#####':'('LD output: intävöi', 'UDT output: intävöi')'
'Raw input: intävöi######':'('LD output: intävöi', 'UDT output: intävöi')'
'Raw input: ######btgöthm':'('LD output: btgöthm', 'UDT output: btgöthm')'
'Raw input: #####btgöthm#':'('LD output: btgöthm', 'UDT output: btgöthm')'
'Raw input: ####btgöthm##':'('LD output: btgöthm', 'UDT output: btgöthm')'
'Raw input: ###btgöthm###':'('LD output: btgöthm', 'UDT output: btgöthm')'
'Raw input: ##btgöthm####':'('LD output: btgöthm', 'UDT output: btgöthm')'
'Raw input: #btgöthm#####':'('LD output: btgöthm', 'UDT output: btgöthm')'
'Raw input: btgöthm######':'('LD output: btgöthm', 'UDT output: btgöthm')'
'Raw input: ######pgofeoj':'('LD output: pgofeoj', 'UDT output: pgofeoj')'
'Raw input: #####pgofeoj#':'('LD output: pgofeoj', 'UDT output: pgofeoj')'
'Raw input: ####pgofeoj##':'('LD output: pgoffoj', 'UDT output: pgofeoj')'
'Raw input: ###pgofeoj###':'('LD output: pgofeoj', 'UDT output: pgofeoj')'
'Raw input: ##pgofeoj####':'('LD output: pgofeoj', 'UDT output: pgofeoj')'
'Raw input: #pgofeoj#####':'('LD output: pgofeoj', 'UDT output: pgofeoj')'
'Raw input: pgofeoj######':'('LD output: pgofeoj', 'UDT output: pgofeoj')'
'Raw input: ######ihnkhna':'('LD output: ihnkhna', 'UDT output: ihnkhna')'
'Raw input: #####ihnkhna#':'('LD output: ihnkhna', 'UDT output: ihnkhna')'
'Raw input: ####ihnkhna##':'('LD output: ihnkhna', 'UDT output: ihnkhna')'
'Raw input: ###ihnkhna###':'('LD output: ihnkhna', 'UDT output: ihnkhna')'
'Raw input: ##ihnkhna####':'('LD output: ihnkhna', 'UDT output: ihnkhna')'
'Raw input: #ihnkhna#####':'('LD output: ihnkkna', 'UDT output: ihnkhna')'
'Raw input: ihnkhna######':'('LD output: ihnkhna', 'UDT output: ihnkhna')'
'Raw input: ######nmdvbta':'('LD output: nmdvbta', 'UDT output: nmdvbta')'
'Raw input: #####nmdvbta#':'('LD output: nmdvbta', 'UDT output: nmdvbta')'
'Raw input: ####nmdvbta##':'('LD output: nmdvbta', 'UDT output: nmdvbta')'
'Raw input: ###nmdvbta###':'('LD output: nmdvbta', 'UDT output: nmdvbta')'
'Raw input: ##nmdvbta####':'('LD output: nmdvbta', 'UDT output: nmdvbta')'
'Raw input: #nmdvbta#####':'('LD output: nmdvbta', 'UDT output: nmdvbta')'
'Raw input: nmdvbta######':'('LD output: nmdvbta', 'UDT output: nmdvbta')'
'Raw input: ######ekpjstv':'('LD output: ekpjstv', 'UDT output: ekpjstv')'
'Raw input: #####ekpjstv#':'('LD output: ekpjstv', 'UDT output: ekpjstv')'
'Raw input: ####ekpjstv##':'('LD output: ekpjstv', 'UDT output: ekpjstv')'
'Raw input: ###ekpjstv###':'('LD output: ekpjstv', 'UDT output: ekpjstv')'
'Raw input: ##ekpjstv####':'('LD output: ekpjstv', 'UDT output: ekpjstv')'
'Raw input: #ekpjstv#####':'('LD output: ekpjstv', 'UDT output: ekpjstv')'
'Raw input: ekpjstv######':'('LD output: ekpjstv', 'UDT output: ekpjstv')'
'Raw input: ######dvmehan':'('LD output: dvmehan', 'UDT output: dvmehan')'
'Raw input: #####dvmehan#':'('LD output: dvmehan', 'UDT output: dvmehan')'
'Raw input: ####dvmehan##':'('LD output: dvmehan', 'UDT output: dvmehan')'
'Raw input: ###dvmehan###':'('LD output: dvmehan', 'UDT output: dvmehan')'
'Raw input: ##dvmehan####':'('LD output: dvmehan', 'UDT output: dvmehan')'
'Raw input: #dvmehan#####':'('LD output: dvmehan', 'UDT output: dvmehan')'
'Raw input: dvmehan######':'('LD output: dvmehan', 'UDT output: dvmehan')'
'Raw input: ######buuäyfl':'('LD output: buuäyfl', 'UDT output: buuäyfl')'
'Raw input: #####buuäyfl#':'('LD output: buuäyfl', 'UDT output: buuäyfl')'
'Raw input: ####buuäyfl##':'('LD output: buuäyfl', 'UDT output: buuäyfl')'
'Raw input: ###buuäyfl###':'('LD output: buuäyfl', 'UDT output: buuäyfl')'
'Raw input: ##buuäyfl####':'('LD output: buuäyfl', 'UDT output: buuäyfl')'
'Raw input: #buuäyfl#####':'('LD output: buuäyfl', 'UDT output: buuäyfl')'
'Raw input: buuäyfl######':'('LD output: buuäyfl', 'UDT output: buuäyfl')'
'Raw input: ######elgoobs':'('LD output: elgoobs', 'UDT output: elgoobs')'
'Raw input: #####elgoobs#':'('LD output: elgoobs', 'UDT output: elgoobs')'
'Raw input: ####elgoobs##':'('LD output: elgoobs', 'UDT output: elgoobs')'
'Raw input: ###elgoobs###':'('LD output: elloobs', 'UDT output: elgoobs')'
'Raw input: ##elgoobs####':'('LD output: elgoobs', 'UDT output: elgoobs')'
'Raw input: #elgoobs#####':'('LD output: elgoobs', 'UDT output: elgoobs')'
'Raw input: elgoobs######':'('LD output: elgoobs', 'UDT output: elgoobs')'
'Raw input: ######bgosifi':'('LD output: bgosifi', 'UDT output: bgosifi')'
'Raw input: #####bgosifi#':'('LD output: bgosifi', 'UDT output: bgosifi')'
'Raw input: ####bgosifi##':'('LD output: bgosifi', 'UDT output: bgosifi')'
'Raw input: ###bgosifi###':'('LD output: bgosifi', 'UDT output: bgosifi')'
'Raw input: ##bgosifi####':'('LD output: bgosifi', 'UDT output: bgosifi')'
'Raw input: #bgosifi#####':'('LD output: bgosifi', 'UDT output: bgosifi')'
'Raw input: bgosifi######':'('LD output: bgosifi', 'UDT output: bgosifi')'
'Raw input: ######rugfioj':'('LD output: rugfioj', 'UDT output: rugfioj')'
'Raw input: #####rugfioj#':'('LD output: rugfioj', 'UDT output: rugfioj')'
'Raw input: ####rugfioj##':'('LD output: rugfioj', 'UDT output: rugfioj')'
'Raw input: ###rugfioj###':'('LD output: rugfioj', 'UDT output: rugfioj')'
'Raw input: ##rugfioj####':'('LD output: rugfioj', 'UDT output: rugfioj')'
'Raw input: #rugfioj#####':'('LD output: rugfioj', 'UDT output: rugfioj')'
'Raw input: rugfioj######':'('LD output: rugfioj', 'UDT output: rugfioj')'
'Raw input: ######pjbbvud':'('LD output: pjbbvud', 'UDT output: pjbbvud')'
'Raw input: #####pjbbvud#':'('LD output: pjbbvud', 'UDT output: pjbbvud')'
'Raw input: ####pjbbvud##':'('LD output: pjbbvud', 'UDT output: pjbbvud')'
'Raw input: ###pjbbvud###':'('LD output: pjbbvud', 'UDT output: pjbbvud')'
'Raw input: ##pjbbvud####':'('LD output: pjbboud', 'UDT output: pjbbvud')'
'Raw input: #pjbbvud#####':'('LD output: pjbbvud', 'UDT output: pjbbvud')'
'Raw input: pjbbvud######':'('LD output: pjbbvud', 'UDT output: pjbbvud')'
'Raw input: ######lfviräu':'('LD output: lfviräu', 'UDT output: lfviräu')'
'Raw input: #####lfviräu#':'('LD output: lfviräu', 'UDT output: lfviräu')'
'Raw input: ####lfviräu##':'('LD output: lfviräu', 'UDT output: lfviräu')'
'Raw input: ###lfviräu###':'('LD output: lfviräu', 'UDT output: lfviräu')'
'Raw input: ##lfviräu####':'('LD output: lfviräu', 'UDT output: lfviräu')'
'Raw input: #lfviräu#####':'('LD output: lfviräu', 'UDT output: lfviräu')'
'Raw input: lfviräu######':'('LD output: lfviräu', 'UDT output: lfviräu')'
'Raw input: ######ggpbbmy':'('LD output: ggpbbmy', 'UDT output: ggpbbmy')'
'Raw input: #####ggpbbmy#':'('LD output: ggpbbmy', 'UDT output: ggpbbmy')'
'Raw input: ####ggpbbmy##':'('LD output: ggpbbmy', 'UDT output: ggpbbmy')'
'Raw input: ###ggpbbmy###':'('LD output: ggpbbmy', 'UDT output: ggpbbmy')'
'Raw input: ##ggpbbmy####':'('LD output: ggpbbmy', 'UDT output: ggpbbmy')'
'Raw input: #ggpbbmy#####':'('LD output: ggpbbmy', 'UDT output: ggpbbmy')'
'Raw input: ggpbbmy######':'('LD output: ggpbbmy', 'UDT output: ggpbbmy')'
'Raw input: ######äodmtbr':'('LD output: äodmttr', 'UDT output: äodmtbr')'
'Raw input: #####äodmtbr#':'('LD output: äodmtbr', 'UDT output: äodmtbr')'
'Raw input: ####äodmtbr##':'('LD output: äodmtbr', 'UDT output: äodmtbr')'
'Raw input: ###äodmtbr###':'('LD output: äodmtbr', 'UDT output: äodmtbr')'
'Raw input: ##äodmtbr####':'('LD output: äodmtbr', 'UDT output: äodmtbr')'
'Raw input: #äodmtbr#####':'('LD output: äodmtbr', 'UDT output: äodmtbr')'
'Raw input: äodmtbr######':'('LD output: äodmtbr', 'UDT output: äodmtbr')'
'Raw input: ######omottkn':'('LD output: omottkn', 'UDT output: omottkn')'
'Raw input: #####omottkn#':'('LD output: omottkn', 'UDT output: omottkn')'
'Raw input: ####omottkn##':'('LD output: omottkn', 'UDT output: omottkn')'
'Raw input: ###omottkn###':'('LD output: omottkn', 'UDT output: omottkn')'
'Raw input: ##omottkn####':'('LD output: omottkn', 'UDT output: omottkn')'
'Raw input: #omottkn#####':'('LD output: omottkn', 'UDT output: omottkn')'
'Raw input: omottkn######':'('LD output: omottkn', 'UDT output: omottkn')'
'Raw input: ######njhygky':'('LD output: njhygky', 'UDT output: njhygky')'
'Raw input: #####njhygky#':'('LD output: njhygky', 'UDT output: njhygky')'
'Raw input: ####njhygky##':'('LD output: njhygky', 'UDT output: njhygky')'
'Raw input: ###njhygky###':'('LD output: njhygky', 'UDT output: njhygky')'
'Raw input: ##njhygky####':'('LD output: njhygky', 'UDT output: njhygky')'
'Raw input: #njhygky#####':'('LD output: njhygky', 'UDT output: njhygky')'
'Raw input: njhygky######':'('LD output: njhygky', 'UDT output: njhygky')'
'Raw input: ######yoyghaö':'('LD output: yoyghaö', 'UDT output: yoyghaö')'
'Raw input: #####yoyghaö#':'('LD output: yoyghaö', 'UDT output: yoyghaö')'
'Raw input: ####yoyghaö##':'('LD output: yoyghaö', 'UDT output: yoyghaö')'
'Raw input: ###yoyghaö###':'('LD output: yoyghaö', 'UDT output: yoyghaö')'
'Raw input: ##yoyghaö####':'('LD output: yoyghaö', 'UDT output: yoyghaö')'
'Raw input: #yoyghaö#####':'('LD output: yogghaö', 'UDT output: yoyghaö')'
'Raw input: yoyghaö######':'('LD output: yoyghaö', 'UDT output: yoyghaö')'
'Raw input: ######fimigvo':'('LD output: fimigvo', 'UDT output: fimigvo')'
'Raw input: #####fimigvo#':'('LD output: fimigvo', 'UDT output: fimigvo')'
'Raw input: ####fimigvo##':'('LD output: fimigvo', 'UDT output: fimigvo')'
'Raw input: ###fimigvo###':'('LD output: fimigvo', 'UDT output: fimigvo')'
'Raw input: ##fimigvo####':'('LD output: fimigvo', 'UDT output: fimigvo')'
'Raw input: #fimigvo#####':'('LD output: fimigvo', 'UDT output: fimigvo')'
'Raw input: fimigvo######':'('LD output: fimigvo', 'UDT output: fimigvo')'
'Raw input: ######iskövpy':'('LD output: iskövpy', 'UDT output: iskövpy')'
'Raw input: #####iskövpy#':'('LD output: iskövpy', 'UDT output: iskövpy')'
'Raw input: ####iskövpy##':'('LD output: issövpy', 'UDT output: iskövpy')'
'Raw input: ###iskövpy###':'('LD output: iskövpy', 'UDT output: iskövpy')'
'Raw input: ##iskövpy####':'('LD output: iskövpy', 'UDT output: iskövpy')'
'Raw input: #iskövpy#####':'('LD output: iskövpy', 'UDT output: iskövpy')'
'Raw input: iskövpy######':'('LD output: iskövpy', 'UDT output: iskövpy')'
'Raw input: ######ktudneu':'('LD output: ktudneu', 'UDT output: ktudneu')'
'Raw input: #####ktudneu#':'('LD output: ktudneu', 'UDT output: ktudneu')'
